elapsed_s,cpu_temp_c,cpu_freq_mhz,cpu_util_pct,cpu_power_w,batches_per_s
1890,70.3,4200,100,95.1,409.63
1895,69.7,4200,100,93.9,413.32
1900,70.5,4200,100,97.3,407.13
1905,69.6,4200,100,95.3,408.05
1910,70.2,4200,100,98.2,407.45
1915,69.6,4200,100,92.0,412.77
1920,70.0,4200,100,95.6,407.1
1925,69.9,4200,100,94.4,407.08
1930,70.2,4200,100,97.6,412.78
1935,69.7,4200,100,101.0,407.17
1940,69.9,4200,100,92.4,408.27
1945,70.1,4200,100,93.8,408.78
1950,69.3,4200,100,94.1,405.43
1955,69.6,4200,100,90.7,406.58
1960,69.6,4200,100,94.7,412.8
1965,69.3,4200,100,93.5,411.51
1970,69.4,4200,100,94.2,403.96
1975,68.1,4200,100,99.2,411.26
1980,71.1,4200,100,94.8,404.79
1985,70.1,4200,100,93.1,409.7
1990,70.2,4200,100,96.1,406.68
1995,70.0,4200,100,95.7,413.06
2000,69.7,4200,100,98.7,410.92
2005,70.2,4200,100,93.8,410.04
2010,70.3,4200,100,93.0,410.96
2015,70.1,4200,100,94.5,406.64
2020,69.8,4200,100,96.3,414.12
2025,70.0,4200,100,94.3,411.07
2030,70.5,4200,100,96.5,408.56
2035,68.5,4200,100,95.3,408.84
2040,69.3,4200,100,95.1,406.06
2045,69.8,4200,100,97.4,407.3
2050,68.6,4200,100,97.0,408.69
2055,70.0,4200,100,91.4,403.5
2060,69.8,4200,100,93.9,409.49
2065,69.9,4200,100,95.6,407.74
2070,70.2,4200,100,93.9,410.44
2075,70.4,4200,100,91.9,408.94
2080,69.8,4200,100,94.9,414.47
2085,69.7,4200,100,94.6,409.67
2090,68.7,4200,100,97.8,410.8
2095,69.9,4200,100,96.8,416.83
2100,69.6,4200,100,97.6,414.1
2105,69.6,4200,100,95.9,405.15
2110,70.2,4200,100,93.6,410.75
2115,69.8,4200,100,97.4,412.63
2120,71.1,4200,100,94.8,408.11
2125,69.9,4200,100,93.8,408.7
2130,69.5,4200,100,94.5,411.42
2135,70.7,4200,100,95.8,404.44
2140,71.0,4200,100,98.6,411.6
2145,69.9,4200,100,96.3,408.75
2150,69.2,4200,100,97.2,411.6
2155,70.4,4200,100,96.4,409.15
2160,69.4,4200,100,98.0,408.07
2165,69.9,4200,100,96.0,404.17
2170,70.0,4200,100,96.2,408.34
2175,68.7,4200,100,95.3,411.64
2180,69.3,4200,100,99.5,409.56
2185,70.2,4200,100,95.9,412.05
2190,70.3,4200,100,94.9,410.08
2195,69.4,4200,100,99.0,404.08
2200,70.0,4200,100,93.5,409.39
2205,70.1,4200,100,97.1,408.76
2210,70.0,4200,100,99.1,406.03
2215,70.2,4200,100,94.3,411.93
2220,70.2,4200,100,97.4,406.83
2225,70.3,4200,100,96.1,409.05
2230,70.4,4200,100,91.9,410.5
2235,70.0,4200,100,98.7,406.19
2240,69.3,4200,100,99.0,414.75
2245,70.1,4200,100,91.2,406.85
2250,70.4,4200,100,95.9,411.95
2255,70.9,4200,100,96.3,408.48
2260,71.0,4200,100,98.2,410.1
2265,70.0,4200,100,96.6,409.47
2270,70.2,4200,100,95.2,412.45
2275,71.1,4200,100,97.0,410.25
2280,70.0,4200,100,91.9,408.38
2285,70.5,4200,100,93.3,410.23
2290,69.8,4200,100,95.5,400.93
2295,70.5,4200,100,96.4,409.06
2300,70.6,4200,100,93.1,409.21
2305,70.0,4200,100,95.1,408.94
2310,70.3,4200,100,93.5,407.66
2315,69.2,4200,100,94.5,401.51
2320,70.5,4200,100,98.9,407.53
2325,70.0,4200,100,95.2,410.22
2330,70.7,4200,100,94.0,408.06
2335,70.5,4200,100,95.8,405.32
2340,70.6,4200,100,98.4,403.75
2345,70.0,4200,100,94.4,405.87
2350,69.5,4200,100,98.3,409.51
2355,70.5,4200,100,96.9,405.38
2360,71.0,4200,100,93.8,412.11
2365,70.3,4200,100,97.7,410.65
2370,70.3,4200,100,97.0,407.11
2375,70.7,4200,100,92.3,408.5
2380,71.5,4200,100,96.8,406.09
2385,71.1,4200,100,94.4,410.16
2390,70.1,4200,100,96.3,407.42
2395,71.2,4200,100,94.4,407.15
2400,70.1,4200,100,92.3,410.98
2405,71.0,4200,100,97.8,410.45
2410,70.3,4200,100,97.7,413.24
2415,70.0,4200,100,92.6,407.51
2420,70.4,4200,100,97.2,412.19
2425,70.6,4200,100,97.3,408.19
2430,70.3,4200,100,90.7,407.44
2435,70.2,4200,100,97.4,408.67
2440,70.2,4200,100,95.3,407.92
2445,69.2,4200,100,93.7,408.5
2450,70.3,4200,100,93.8,407.61
2455,70.8,4200,100,92.1,408.15
2460,70.1,4200,100,94.6,409.08
2465,70.8,4200,100,89.9,408.37
2470,69.7,4200,100,91.7,409.44
2475,70.5,4200,100,93.6,408.27
2480,69.9,4200,100,97.8,413.99
2485,71.1,4200,100,92.7,410.97
2490,70.6,4200,100,95.2,408.48
2495,70.3,4200,100,93.9,406.9
2500,70.0,4200,100,99.7,410.54
2505,70.0,4200,100,93.7,410.52
2510,71.5,4200,100,98.4,406.09
2515,69.7,4200,100,93.8,409.8
2520,70.1,4200,100,93.9,415.03
2525,69.7,4200,100,96.4,408.43
2530,70.1,4200,100,98.8,405.1
2535,70.6,4200,100,94.7,406.84
2540,70.2,4200,100,95.2,416.58
2545,70.8,4200,100,94.5,404.72
2550,70.6,4200,100,96.6,417.22
2555,69.6,4200,100,92.2,403.53
2560,69.6,4200,100,97.4,408.54
2565,70.1,4200,100,95.3,408.59
2570,70.4,4200,100,97.3,411.42
2575,70.3,4200,100,97.5,411.88
2580,70.4,4200,100,94.1,407.71
2585,70.0,4200,100,90.8,412.21
2590,71.3,4200,100,90.2,407.94
2595,70.0,4200,100,94.2,410.0
2600,71.2,4200,100,96.0,410.94
2605,71.2,4200,100,95.6,412.26
2610,71.1,4200,100,93.7,411.07
2615,70.3,4200,100,97.1,412.33
2620,69.7,4200,100,96.2,405.98
2625,70.2,4200,100,94.1,410.4
2630,71.0,4200,100,94.9,402.66
2635,70.9,4200,100,97.3,400.99
2640,70.2,4200,100,93.9,409.55
2645,70.4,4200,100,97.0,407.64
2650,70.0,4200,100,91.1,403.27
2655,70.4,4200,100,96.3,405.75
2660,71.0,4200,100,94.2,411.38
2665,71.4,4200,100,95.9,406.03
2670,71.2,4200,100,95.4,408.96
2675,70.8,4200,100,96.4,412.29
2680,69.8,4200,100,97.5,409.55
2685,71.4,4200,100,94.8,411.21
2690,71.2,4200,100,97.7,407.89
2695,71.5,4200,100,94.0,405.24
2700,70.1,4200,100,92.4,413.0
2705,71.2,4200,100,91.4,408.13
2710,70.8,4200,100,95.4,407.21
2715,70.2,4200,100,96.7,408.52
2720,70.1,4200,100,95.6,406.83
2725,70.5,4200,100,96.6,408.17
2730,72.2,4200,100,92.2,405.85
2735,71.6,4200,100,95.4,408.26
2740,71.2,4200,100,94.6,405.88
2745,71.6,4200,100,95.2,409.36
2750,70.8,4200,100,94.9,406.23
2755,70.1,4200,100,91.7,411.44
2760,70.7,4200,100,94.6,404.37
2765,69.9,4200,100,94.2,409.73
2770,70.6,4200,100,94.8,406.11
2775,71.2,4200,100,95.6,412.62
2780,71.0,4200,100,93.0,406.86
2785,70.6,4200,100,97.3,408.91
2790,70.7,4200,100,97.8,411.39
2795,71.1,4200,100,91.5,408.19
2800,71.9,4200,100,96.3,412.54
2805,71.8,4200,100,96.6,402.88
2810,71.0,4200,100,94.6,406.12
2815,71.4,4200,100,93.6,412.56
2820,71.0,4200,100,94.0,406.21
2825,71.9,4200,100,94.6,409.8
2830,70.7,4200,100,93.3,407.75
2835,70.6,4200,100,91.6,406.52
2840,70.2,4200,100,95.6,409.16
2845,70.0,4200,100,93.8,408.99
2850,70.3,4200,100,91.6,411.28
2855,70.8,4200,100,94.3,407.31
2860,71.0,4200,100,94.2,408.82
2865,71.4,4200,100,97.8,413.67
2870,70.2,4200,100,94.9,404.87
2875,70.2,4200,100,92.2,407.5
2880,70.5,4200,100,93.1,408.4
2885,71.1,4200,100,94.0,406.19
2890,71.3,4200,100,94.5,409.34
2895,70.2,4200,100,96.1,411.15
2900,70.2,4200,100,92.8,407.44
2905,71.2,4200,100,96.5,412.02
2910,70.3,4200,100,91.1,405.99
2915,70.9,4200,100,95.9,404.61
2920,70.8,4200,100,94.3,410.0
2925,70.3,4200,100,94.6,407.64
2930,71.0,4200,100,95.0,409.81
2935,71.0,4200,100,96.6,405.77
2940,72.9,4200,100,97.8,404.54
2945,71.2,4200,100,94.0,406.26
2950,71.6,4200,100,90.4,406.29
2955,71.2,4200,100,91.7,411.3
2960,70.6,4200,100,95.0,413.06
2965,70.9,4200,100,97.0,412.76
2970,70.6,4200,100,94.2,412.71
2975,71.3,4200,100,98.0,415.77
2980,70.4,4200,100,94.8,410.03
2985,70.1,4200,100,93.1,404.2
2990,70.7,4200,100,95.2,413.62
2995,72.5,4200,100,94.7,408.17
3000,71.1,4200,100,95.8,408.45
3005,71.8,4200,100,97.3,406.91
3010,69.6,4200,100,95.0,413.0
3015,71.9,4200,100,94.1,406.91
3020,71.0,4200,100,93.8,405.83
3025,70.6,4200,100,98.7,413.03
3030,71.1,4200,100,96.8,407.07
3035,70.6,4200,100,96.4,410.04
3040,70.2,4200,100,97.5,402.1
3045,70.6,4200,100,97.4,412.93
3050,72.7,4200,100,94.5,408.19
3055,71.2,4200,100,95.2,405.39
3060,70.8,4200,100,94.3,411.54
3065,70.8,4200,100,95.2,408.52
3070,70.8,4200,100,97.2,407.2
3075,71.3,4200,100,97.5,408.13
3080,71.7,4200,100,94.1,409.57
3085,70.2,4200,100,97.0,412.13
3090,71.0,4200,100,91.8,407.65
3095,71.0,4200,100,97.5,401.68
3100,71.2,4200,100,95.2,404.13
3105,71.4,4200,100,91.5,410.32
3110,71.6,4200,100,93.2,405.37
3115,70.5,4200,100,94.1,410.05
3120,71.4,4200,100,94.2,410.26
3125,70.4,4200,100,94.8,403.31
3130,71.9,4200,100,92.4,405.91
3135,72.1,4200,100,97.0,405.42
3140,71.6,4200,100,100.5,409.46
3145,70.5,4200,100,93.8,413.77
3150,70.8,4200,100,93.4,416.15
3155,70.1,4200,100,93.4,403.46
3160,70.7,4200,100,94.0,409.96
3165,70.2,4200,100,96.4,406.67
3170,71.9,4200,100,93.8,408.57
3175,69.9,4200,100,91.3,410.15
3180,72.3,4200,100,91.6,407.68
3185,71.0,4200,100,95.1,410.53
3190,71.5,4200,100,96.5,400.82
3195,70.2,4200,100,99.4,412.27
3200,70.1,4200,100,94.0,409.86
3205,70.6,4200,100,94.0,403.8
3210,70.5,4200,100,99.0,408.87
3215,71.1,4200,100,96.2,406.19
3220,71.3,4200,100,94.8,410.51
3225,70.5,4200,100,94.6,411.97
3230,71.5,4200,100,93.2,402.54
3235,71.5,4200,100,95.8,406.74
3240,70.5,4200,100,94.9,409.24
3245,71.5,4200,100,95.9,409.69
3250,70.8,4200,100,95.7,408.31
3255,70.9,4200,100,95.3,416.16
3260,70.8,4200,100,94.5,408.75
3265,71.1,4200,100,94.6,410.05
3270,70.6,4200,100,96.2,411.54
3275,70.8,4200,100,99.1,404.04
3280,71.5,4200,100,95.3,409.43
3285,70.7,4200,100,92.2,409.5
3290,70.1,4200,100,96.8,410.81
3295,71.3,4200,100,96.4,409.38
3300,71.4,4200,100,95.0,406.47
3305,71.1,4200,100,94.9,406.7
3310,71.2,4200,100,92.6,409.68
3315,71.2,4200,100,90.7,407.52
3320,70.6,4200,100,94.7,413.49
3325,70.7,4200,100,95.4,405.48
3330,71.0,4200,100,96.4,409.67
3335,71.2,4200,100,96.9,411.67
3340,72.5,4200,100,91.3,403.86
3345,70.5,4200,100,93.4,411.2
3350,71.3,4200,100,93.8,407.54
3355,70.7,4200,100,96.8,409.26
3360,71.2,4200,100,91.4,406.55
3365,70.4,4200,100,93.8,410.35
3370,70.8,4200,100,96.3,405.59
3375,72.4,4200,100,94.6,406.83
3380,71.7,4200,100,96.7,405.45
3385,70.6,4200,100,92.6,410.2
3390,70.9,4200,100,94.0,409.4
3395,70.8,4200,100,95.8,409.69
3400,70.9,4200,100,93.2,411.9
3405,70.3,4200,100,95.4,413.64
3410,71.0,4200,100,92.7,410.28
3415,71.3,4200,100,93.2,409.93
3420,71.2,4200,100,97.7,410.56
3425,70.8,4200,100,96.4,409.58
3430,71.2,4200,100,92.8,410.64
3435,71.5,4200,100,93.3,407.94
3440,71.5,4200,100,96.9,413.24
3445,72.2,4200,100,94.0,411.47
3450,70.7,4200,100,94.7,409.96
3455,71.2,4200,100,93.8,408.49
3460,72.2,4200,100,96.2,405.93
3465,72.2,4200,100,94.5,408.48
3470,71.5,4200,100,95.2,405.7
3475,71.1,4200,100,94.6,410.87
3480,70.3,4200,100,96.7,412.76
3485,70.7,4200,100,95.0,406.89
3490,70.6,4200,100,97.7,409.81
3495,72.3,4200,100,97.8,411.89
3500,71.4,4200,100,96.5,409.82
3505,71.3,4200,100,96.4,406.93
3510,71.4,4200,100,96.1,411.14
3515,71.6,4200,100,93.4,409.29
